email_id,subject,body,source,cognitive_trigger,is_phishing
37.0,GOOD DAY,"BANCO EZE CHAMBERS, LEGAL PRACTITIONER AND PUBLIC NOTARY & HIGH COURT REPRESENTATIVE SUITE 202 OMEGA PLAZA, APAPA LAGOS -NIGERIA. Dear Sir/Ceo, It is obvious that this proposal will come to you as a suprise. This is because we have not met before but i am inspired to sending you thisemail by the huge fund transfer opportunity that will be of mutual benefit to the two of us. However, I am Barrister",Nigerian_Fraud,Authority,1
38.0,FROM: MISS FELISSA JENNY HARRISON,"FROM: MISS FELISSA JENNY HARRISONABIDJAN COTE D'IVOIRE ADDRESS: BELLA HOUSE 12 BP ABIDJAN 037 BELVIEW CLOSS. PLS CONTACT ME AT (felissajan@yahoo.com) DEAR GOOD FRIEND. I GOT YOUR CONTACT DETAILS IN MY INTERNET RESEARCH FOR WEB SITES. I GOT ABOUT THREE E-MAIL CONTACT AND I DECIDED TO CONTACT YOU AFTER MY SAVEN DAYS PRAYER AND FASTING, HOPING THAT BY GRACE OF ALMIGHTY GOD YOU WILL KINDLY ASSIST ME O",Nigerian_Fraud,,1
39.0,Hanson's Sept 11 message in the National Review,"http://www.nationalreview.com/hanson/hanson091102.asp September 11, 2002 8:00 a.m. The Wages of September 11 There is no going back. September 11 changed our world. Those who deny such a watershed event take a superficially short-term view, and seem to think all is as before simply because the sun still rises and sets. This is a colossal misjudgment. The collapse of the towers, the crashing into t",SpamAssasin,,1
40.0,Replica watches from Officine Panerai closest to original,"There is our catalog of exclusive, high quality replica watches at your disposal. Excellent-made replica watches from Rolex Choice IWC replica watches at Replica Classics http://blockvatreb.com/",CEAS_08,,1
41.0,Last reminder : Your membership will be cenceled tomorrow,"Dear customer, Please note that, your monthly payment has been failed. Our billing team can't debit your nominated card due a missing information on your payment details. Please verify your details again to avoid any delay on your service. Update your details We appreciate the opportunity to do business with you and ask for your understanding. Best regards,Maria depay 96 Dear customer, Please note",Nazario,Urgency,1
42.0,Enlarge,"Many surveys have shown that ladies prefer their man to have a huge manhood. Get your free bottles today, and change your life - why wait? http://pillmust.com/",CEAS_08,,1
43.0,E-mail Security,"E-mail User Your Network/mailbox will be blocked You have 24 hours to reset your Mail before the link expires.Please Click Here Nοw to Update your email Thank you, E-mail Security Information E-mail User Your Network/mailbox will be blocked You have 24 hours to reset your Mail before the link expires.Please Click Here Nοw to Update your email Thank you, E-mail Security Information",Nazario,Urgency,1
44.0,Re: [ILUG] Dell GX260 V Redhat 7.3,Quoting Stephen_Reilly@dell.com (Stephen_Reilly@dell.com): > You make it sound that incompatibility has been deliberately built > into the new systems. The products that any company sell with linux > installed will be easily reinstalled with linux. The products sold > with Windows only may not be. Having said that I've never found a Dell > system it was impossible to put RH on. I have had one or t,SpamAssasin,,1
45.0,E-mail Admin update postmaster jose@monkey.org 2019#,"Dear email jose@monkey.org , Your mailbox quota is full. This may cause your mailbox to be disabled or you may no longer be able to receive more emails to continue using your mailbox. You will need to upgrade your mailbox quota immediately. This service is free. Reactivate your mailbox here Thank you Mail server @2019",Nazario,Urgency,1
46.0,jose@monkey.org Upgrade your mailbox!,"Secure your Mail Account Dear jose, We're no longer able to verify your identity, and we strongly encourage you to verify to increase your mail experience and help fight spam & malicious mails sent to jose@monkey.org. . Do not forward or give this security info to anyone. Please visit your account's sign-in & security settings to ensure your account is safe. Sincerely,Mail Security Accounts Team T",Nazario,Authority,1
47.0,eBay PowerSeller Secrets 6826,"Fortunes are literally being made in this great new marketplace! Over $9 Billion in merchandise was sold on eBay in 2001 by people just like you - right from their homes! Now you too can learn the secrets of successful selling on eBay and make a staggering income from the comfort of your own home. If you are motivated, capable of having an open mind, and can follow simple directions, then visit us",SpamAssasin,,1
48.0,Hello,"Mr.Kola Daniel E-mail:kolad05@hknetmail.com No 16 Kingsway Rd, Ikoyi,Lagos. Web Fax:+1-775-320-0047 REQUEST FOR ASSISTANCE - STRICTLY CONFIDENTIAL I am Mr.Kola Daniel an Accountant in the Nigerian National Petroleum Corporation (NNPC) and I head a seven-man tenders committee in charge of Foreign/Expatriate Contract Awards Review and Payment Approvals (CRPAC). I came to know of your name and addres",Nigerian_Fraud,Authority,1
49.0,Avast Internet Security Alert!!!,"Security Alert!!! Dear User Our spider detected 5 deadly trojans in your mailbox today. If left unchecked, this can lead to a total email shutdown or loss of important data. To protect your email data, follow the URL below to scan your E-mail for free. http://scan.avast.com *Note: This will serve as a final notification to this threat. Source: Avast Internet Security Security Alert!!! Dear User Ou",Nazario,Authority,1
50.0,Re: Java is for kiddies,"On Sunday 01 September 2002 08:43 pm, Reza B'Far (eBuilt) wrote: > 3. Java is not just a programming language! The astounding thing about java is that despite all of the many significant points in its favor, it still manages to suck, and break across JVMs. I was really looking forward to being able to use a better language like java and get it compiled to real platform-specific binaries via the GN",SpamAssasin,,1
51.0,ATTENTION PLS,"Hello my dear I wish to solicit your kind and urgent assistance.My name is Mr.PATRICK AGOLO, a lawyer based in Lagos State of Nigeria.As a lawyer, I was a private legal adviser (for almost two decades) to a white couple who unfortunately lost their lives 3-months ago in a ghastly motor accident here in Nigeria. Prior to their death, this white couple had lived in this country since the 1960?s as m",Nigerian_Fraud,,1
52.0,Bug report: msg n+1 marked read,"It seems that something changed during the last 3-4 weeks. 1) In a folder, msgs 1-n is read, n=current, n upwards is unread. 2) change to another folder 3) change back to the original folder and you'll see msg n+1 being highlighted as current for a split second, that it changes back to n=current. Kind of annoying since it marks msg n+1 as read. /Anders _____________________________________________",SpamAssasin,,1
53.0,(jose@monkey.org)Please Secure Your E-mail Account & Unblock Pending Messages,"7 Messages blocked For jose@monkey.org incoming Message has been blocked by jose@monkey.org due to mail setting on privacy policy . See technical details below to unblock. CLICK HERE TO UNBLOCK AND SECURE ACCOUNT PLEASE MOVE MESSAGE TO INBOX TO ENABLE THE LINKS This message is auto-generated from E-mail security server, and replies sent to this email can not be delivered. This email is meant for: ",Nazario,Urgency,1
54.0,URGENT BUSINESS PROPOSAL,"DR.VINCENT UMEH FEDERAL MINISTRY OF PETROLUEM RESOURCES(F.M.P.R) LAGOS NIGERIA. ATTN:SIR, REQUEST FOR ASSISTANCE- STRICTLY CONFIDENTIAL I am Dr VINCENT UMEH, an accountant in the Ministry of petroleum Resources (MPR) and a member of a three-man Tender Board in charge of contract review and payment approvals. I came to know of you in my search for a reliable person to handle a very confidential tra",Nigerian_Fraud,Authority,1
55.0,Re: [Python-Dev] Invitation to try out open source code review tool,"Guido van Rossum wrote: > On Sun, May 4, 2008 at 2:58 AM, Stefan Behnel wrote: >> Personally, I would consider the following sufficient: >> >> 1) people who have authenticated themselves against the underlying VCS (i.e. >> project members) may post public comments and comment on other comments > > Tell me how to authenticate against a SVN project using HTTP only. Good question. :) >> 2) anonymous ",CEAS_08,,1
56.0,Looking for really effective non-surgery penis enlargement method? gu o c,"By using the Po yw we dgr rEn yk lar fl ge, an average man can develop his rep sfe rodu ftc ctive or kwt gans to optimum levels of si iwv ze and performance, allowing him to maintain an element of control over his eja fd cul kig atio ugu ns, and even to achieve mu sy ltip biy le or aqd gas yy ms.Simply fill in the form and order Po ctp we hqf rEn duw lar jq ge now or contact the customer service i",CEAS_08,,1
57.0,Dear,"My name is John paul, a member of Independent Committee of Eminent Persons (ICEP), Switzerland. ICEP is charged with the responsibility of finding bank accounts in Switzerland belonging to non-Swiss indigenes, which have remained dormant since World War II. It may interest you to know that in July of 1997, the Swiss Banker's Association published a list of dormant accounts originally opened by non",Nigerian_Fraud,Authority,1
58.0,CustomerSupportBestQualityThankYou,SpecialPricesForCustomersForOurCustomers http://qltd6w.blu.livefilestore.com/y1p4JUwhWiMnQdSd1BRpa-4iJvfLIwd0VsdvWq82ou9tULFGQL5HEYnZJ13U4yRaP_5KfW4BQPan5h4CihaH3Y8Sw/index.html,CEAS_08,,1
59.0,Re:,"To the world you may be just one person, but to one person you may be the world. http://uaqd.motivationball.com",CEAS_08,,1
60.0,Danger Hiptop reviewed,"URL: http://boingboing.net/#85511986 Date: Not supplied The T-Mobile Sidekick -- the first commercial implementation of the wonderful Danger Hiptop PDA/phone -- is now onsale and the reviews are starting to appear. As soon as I'm in San Francisco for more than a couple days straight, I really think I'm going to pick this up. That's partly because it costs less than half as much as its current comp",SpamAssasin,,1
61.0,Malware Protection Notice,"Malware Protection Notice!!! Dear jose@monkey.orgTo keep your mail account safe, please follow the URL below to run a quick email scan. Click here to scan jose@monkey.org now! Note: If you ignore this notice, your account will be suspended without further notice to protect our server from further damage. Source: Email Security Team This is an auto-generated message sent to: jose@monkey.orgDo not r",Nazario,Urgency,1
62.0,Re: Exporter::Simple (was Re: BBC(Bleadperl Breaks CPAN) Where are we now (5.10.0-RC1 time)),"On Sun, Nov 18, 2007 at 03:49:13PM -0800, Michael G Schwern wrote: > Andreas J. Koenig wrote: > > MARCEL/Exporter-Simple-1.10.tar.gz http://www.xray.mpe.mpg.de/mailing-lists/perl5-porters/2007-07/msg00710.html > > patch 29412 > > On a whim I did some investigation of this. I placed a print statement in > UNIVERSAL::Exported :ATTR(CODE,BEGIN,CHECK) to show its arguments. Here's the > Using 5.8.8 wi",CEAS_08,,1
63.0,Urgent Attention.,"Content-Type: text/plain Content-Transfer-Encoding: 8bit From:Miss Joan Ahmed. Email: ahmedjohnson30@yahoo.pl TEL: + 44-703-195-7307 Greetings, I sincerely hope this message will meet you well. I am Joan Ahmed, the only Daughter of Eng. Kamal Ahmed,a construction Engineer and head of Balad Regional reconstruction project.He was assassinated last January in Balad, north of Baghdad by the Shiite mil",Nigerian_Fraud,,1
64.0,Quality medications should be affordable for all.,"100% generic medications are available to order in Canadian Pharmacy online drugstore with prices that you will appreciate as well as their firm reputation, special offers and discounts. http://thoseopposite.com Generic products of the same content as branded analogues.",CEAS_08,,1
65.0,IMMEDIATE ATTENTION NEEDED,"From: Mr. Joseph.Garang Address: Bangkok Thailand Email:j_garang110@yahoo.com Tel+66-46428945 Attention: Director/Ceo My sincere greeting to you. I understand quite well that this message will sound so strange to you but it is a very serious matter that we need to tackle together very urgent. Kindly accept my apology if this proposal offends you, since we have never met before. Please carefully st",Nigerian_Fraud,,1
66.0,FROM EDWARD MOORE & ASSOCIATES,"Dear Friend, My name is Edward Moore QC.Principal partner Edward Moore & Associates London UK and I was compelled by my late client's request to contact you on a matter of great financial reward.My client late Hassan zahrul (Malaysian by Birth) ,an Industrialist and Real Estate Guru died recently leaving a vast wealth in your name as his ""Next of Kin"". Do contact me immediately via my Direct Telep",Nigerian_Fraud,,1
67.0,Quick response needed from Aisha Mohammed.,"From:Mrs MOHAMMED. Attn:The Managing Director Before I proceed, may I humbly introduce myself to your goodself, My Name is Mrs. Aisha mohammed, an Iraqi refugee ,my husband was until recently, one of the personal aid to the president of Iraq who was formerly overthrown out of power by American Government . Prior to this last serious crisis that is still ravaging in my country,which recently led to",Nigerian_Fraud,,1
68.0,Accessibility watershed?,"URL: http://diveintomark.org/archives/2002/10/06.html#accessibility_watershed Date: 2002-10-06T23:41:43-05:00 _Law.com_: Suit Over Airlines' Web Sites Tests Bounds of ADA[1]. [via Slashdot: Blind User Sues Southwest Over Web Site, Cites ADA[2]] Gumson and a Miami Beach, Fla.- based disability rights group, Access Now, filed lawsuits in U.S. District Court in Miami in June and July against Dallas- ",SpamAssasin,,1
69.0,Get the Finest Rolex Watch Replica !,"Rolex, Patek Philippe, Omega, Cartier, Bvlgari, Franck Muller and many more at special Replika disc0unt offer of 25%. replica Watches! rolex, patek philippe, vacheron ... Buy a new Perrelet watch http://fundspampasau.com/",CEAS_08,,1
70.0,YOUR WISH.,"Attn, I would like to apply through this medium for your co-operation and to secure an opportunity to invest and do joint business with you in your country. I have a substantial capital i honourably intend to invest in your country into a very lucrative business venture of which you are to advise and execute the said venture over there for the mutual benefits of both of us. Your able co-operation ",Nigerian_Fraud,,1
71.0,From Ruth Langford,Aff kvj ord ffe able P oo ha xix rm mr a iix cy Meds FDA Approved. US P eqc ha sco rma qdz cy. Free Deliveryb http://sawgather.com,CEAS_08,,1
72.0,Standard Bank Account eStatement 19-03-12,"Dear Customer Please find your electronic statement for February attached. To keep your financial information safe, please note the following: Information that only you will know is displayed in the eStatement verification block. This is done so you can be sure your statement is from Standard Bank. If any of the information in this eStatement is incorrect, please contact us immediately on 0861 201",Nazario,Authority,1
73.0,DEAR FRIEND,"MARK DANIELS. REPLY EMAIL: m_daniel@myway.com Dear friend This letter may come to you as a surprise due to the fact that we have not yet met. I have to say that I have no intentions of causing you any pains. As you read this, I do not want you to feel sorry for me, because, I believe everyone will die someday. My name is Mark Daniels, a merchant in Dubai, in the U.A.E. I have been diagnosed with p",Nigerian_Fraud,,1
74.0,I AWAIT YOUR REPLY.,"Dear Sir, You may be surprised to receive this letter from me since you do not know me personally. I am Gabriel Kali, the first son of Gadik kali, one of the most popular black farmers in Zimbabwe who was murdered in the land dispute in my country. I got your contact through network online hence decided to write you. Before the death of my father, he had taken me to Johannesburg to deposit the sum",Nigerian_Fraud,,1
75.0,Reminder - We've issued a security concern (Action Required),"We've issued a notification. Hello, CARDMEMBER Platinum Card® 001 Scoring Report We are pleased to inform you on a timely security report for your American Express(R) profile. At the time of evaluating the report, We discovered issues on your profile. In view of this, Cardmember information needs to be updated and your mandatory effort is required. YOU-ARE-TO To continue, An attached Web Form is s",Nazario,Authority,1
76.0,=?UTF-8?B?W0FwcGxlISBBbGVydF0gTmV3IGFjY2VzcyBpbiB5b3VyIGFjY291bnQu?=,"HelloApple ID jose@monkey.org need verification, Please verify with open the attachment",Nazario,Authority,1
77.0,IS URGENT.,">From The Desk Of, BAR MOHAMMED SULE Sule Chamber's Lagos-Nigeria 45 Marina St Lagos. Tel:234-17-751267 Email :barrristermohammed@yahoo.co.uk Attn: Sir Following the sudden death of my husband General Sani Abacha the late former head of state of Nigeria in August 1998,I have been thrown into a state of utter confusion,frustration and hopelessness by the present civilian administration,I have been ",Nigerian_Fraud,,1
78.0,Save An Extra 20% Off In Our Outlet Store,"To ensure that you receive future emails, please add uiljon@thewirelesscatalog.com to your address book or safe sender list. Click here to see this mail in graphical format: http://www.thewirelesscatalog.com/cgi-bin/cm.cgi?action=view&ws=91_NIV&cid=196531&list=wireless Ted, Spring Cleaning At Our Online Outlet! Take an Additional 20% OFF Already Reduced Merchandise In Our Outlet Store! Save Now Th",CEAS_08,,1
79.0,From The Desk Of Godwin Amiri (Esq).,">From The Desk Of Godwin Amiri (Esq). The Head Of File Department, African Development Bank A.D.B Ouagadougou Burkina-Faso West Africa. Phone: 00226-7885 75 97. PLANE CRASH WEB SITE...http://news.bbc.co.uk/1/hi/world/europe/859479.stm. (""REMITTANCE OF $15 MILLION U.S.A DOLLARS CONFIDENTIAL IS THE CASE"") Compliments Of The Season 2006, Forgive my indignation if this message comes to you as a surpri",Nigerian_Fraud,Authority,1
